597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
597600.000000, 103200.000000
